,content,score,Label,CaseFolding,Cleaning,Tokenizing,Stopword Removal,Stemming,dataset_join
109,"Terlalu banyak iklan, saya pernah mau mendengar satu lagu saja tiba tiba ada 4 iklan yg terputar, mana iklan yg terputar nya 30 detik semua. Saya jadi harus dengar 2 menit iklan terlebih dahulu sebelum mendengar satu lagu saja. Tolong lah jangan terlalu banyak iklan nya saya cuman ingin mendengar satu lagu🙏🏻🙏🏻 ini ada masalah apa sih? Setiap satu lagu pasti ada iklan yg sama terus 30 detik semua, saya cuman pgn dengar lagu harus bnyk iklan ny y?",1,Negatif,"terlalu banyak iklan, saya pernah mau mendengar satu lagu saja tiba tiba ada 4 iklan yg terputar, mana iklan yg terputar nya 30 detik semua. saya jadi harus dengar 2 menit iklan terlebih dahulu sebelum mendengar satu lagu saja. tolong lah jangan terlalu banyak iklan nya saya cuman ingin mendengar satu lagu🙏🏻🙏🏻 ini ada masalah apa sih? setiap satu lagu pasti ada iklan yg sama terus 30 detik semua, saya cuman pgn dengar lagu harus bnyk iklan ny y?",terlalu banyak iklan  saya pernah mau mendengar satu lagu saja tiba tiba ada iklan yg terputar  mana iklan yg terputar nya detik semua  saya jadi harus dengar menit iklan terlebih dahulu sebelum mendengar satu lagu saja  tolong lah jangan terlalu banyak iklan nya saya cuman ingin mendengar satu lagu ini ada masalah apa sih  setiap satu lagu pasti ada iklan yg sama terus detik semua  saya cuman pgn dengar lagu harus bnyk iklan ny y,"['terlalu', 'banyak', 'iklan', 'saya', 'pernah', 'mau', 'mendengar', 'satu', 'lagu', 'saja', 'tiba', 'tiba', 'ada', 'iklan', 'yg', 'terputar', 'mana', 'iklan', 'yg', 'terputar', 'nya', 'detik', 'semua', 'saya', 'jadi', 'harus', 'dengar', 'menit', 'iklan', 'terlebih', 'dahulu', 'sebelum', 'mendengar', 'satu', 'lagu', 'saja', 'tolong', 'lah', 'jangan', 'terlalu', 'banyak', 'iklan', 'nya', 'saya', 'cuman', 'ingin', 'mendengar', 'satu', 'lagu', 'ini', 'ada', 'masalah', 'apa', 'sih', 'setiap', 'satu', 'lagu', 'pasti', 'ada', 'iklan', 'yg', 'sama', 'terus', 'detik', 'semua', 'saya', 'cuman', 'pgn', 'dengar', 'lagu', 'harus', 'bnyk', 'iklan', 'ny', 'y']","['iklan', 'mendengar', 'lagu', 'iklan', 'yg', 'terputar', 'iklan', 'yg', 'terputar', 'nya', 'detik', 'dengar', 'menit', 'iklan', 'mendengar', 'lagu', 'tolong', 'iklan', 'nya', 'cuman', 'mendengar', 'lagu', 'sih', 'lagu', 'iklan', 'yg', 'detik', 'cuman', 'pgn', 'dengar', 'lagu', 'bnyk', 'iklan', 'ny', 'y']","['iklan', 'dengar', 'lagu', 'iklan', 'yg', 'putar', 'iklan', 'yg', 'putar', 'nya', 'detik', 'dengar', 'menit', 'iklan', 'dengar', 'lagu', 'tolong', 'iklan', 'nya', 'cuman', 'dengar', 'lagu', 'sih', 'lagu', 'iklan', 'yg', 'detik', 'cuman', 'pgn', 'dengar', 'lagu', 'bnyk', 'iklan', 'ny', 'y']",iklan dengar lagu iklan yg putar iklan yg putar nya detik dengar menit iklan dengar lagu tolong iklan nya cuman dengar lagu sih lagu iklan yg detik cuman pgn dengar lagu bnyk iklan ny y
110,"aku suka kok sama aplikasi nya, dari dulu sampe sekarang. tapi kenapa pengguna gratisan sekarang dibatasi banget ya? kayak contohnya, beberapa lagu lirik nya gaada, bug nya banyak, pokoknya banyak banget deh. terus aku liat ulasannya pengguna premium juga lumayan banyak yang dibatasi loh, gimana ini ngab developer? tolong diperbaiki lagi ya, kangen banget sama Spotify yang dulu.",3,Negatif,"aku suka kok sama aplikasi nya, dari dulu sampe sekarang. tapi kenapa pengguna gratisan sekarang dibatasi banget ya? kayak contohnya, beberapa lagu lirik nya gaada, bug nya banyak, pokoknya banyak banget deh. terus aku liat ulasannya pengguna premium juga lumayan banyak yang dibatasi loh, gimana ini ngab developer? tolong diperbaiki lagi ya, kangen banget sama spotify yang dulu.",aku suka kok sama aplikasi nya  dari dulu sampe sekarang  tapi kenapa pengguna gratisan sekarang dibatasi banget ya  kayak contohnya  beberapa lagu lirik nya gaada  bug nya banyak  pokoknya banyak banget deh  terus aku liat ulasannya pengguna premium juga lumayan banyak yang dibatasi loh  gimana ini ngab developer  tolong diperbaiki lagi ya  kangen banget sama spotify yang dulu,"['aku', 'suka', 'kok', 'sama', 'aplikasi', 'nya', 'dari', 'dulu', 'sampe', 'sekarang', 'tapi', 'kenapa', 'pengguna', 'gratisan', 'sekarang', 'dibatasi', 'banget', 'ya', 'kayak', 'contohnya', 'beberapa', 'lagu', 'lirik', 'nya', 'gaada', 'bug', 'nya', 'banyak', 'pokoknya', 'banyak', 'banget', 'deh', 'terus', 'aku', 'liat', 'ulasannya', 'pengguna', 'premium', 'juga', 'lumayan', 'banyak', 'yang', 'dibatasi', 'loh', 'gimana', 'ini', 'ngab', 'developer', 'tolong', 'diperbaiki', 'lagi', 'ya', 'kangen', 'banget', 'sama', 'spotify', 'yang', 'dulu']","['suka', 'aplikasi', 'nya', 'sampe', 'pengguna', 'gratisan', 'dibatasi', 'banget', 'ya', 'kayak', 'contohnya', 'lagu', 'lirik', 'nya', 'gaada', 'bug', 'nya', 'pokoknya', 'banget', 'deh', 'liat', 'ulasannya', 'pengguna', 'premium', 'lumayan', 'dibatasi', 'loh', 'gimana', 'ngab', 'developer', 'tolong', 'diperbaiki', 'ya', 'kangen', 'banget', 'spotify']","['suka', 'aplikasi', 'nya', 'sampe', 'guna', 'gratis', 'batas', 'banget', 'ya', 'kayak', 'contoh', 'lagu', 'lirik', 'nya', 'gaada', 'bug', 'nya', 'pokok', 'banget', 'deh', 'liat', 'ulas', 'guna', 'premium', 'lumayan', 'batas', 'loh', 'gimana', 'ngab', 'developer', 'tolong', 'baik', 'ya', 'kangen', 'banget', 'spotify']",suka aplikasi nya sampe guna gratis batas banget ya kayak contoh lagu lirik nya gaada bug nya pokok banget deh liat ulas guna premium lumayan batas loh gimana ngab developer tolong baik ya kangen banget spotify
111,"Updatetan sekarang agak menyusahkan ya, saat di tengah mendengarkan lagu sambil membuka aplikasi lain malah mati, dan lagu tidak bisa di putar karena tidak ada koneksi internet padahal jaringan saya baik, lirik yang tidak bisa di muat dan beberapa hal lain yang menyusahkan.",2,Negatif,"updatetan sekarang agak menyusahkan ya, saat di tengah mendengarkan lagu sambil membuka aplikasi lain malah mati, dan lagu tidak bisa di putar karena tidak ada koneksi internet padahal jaringan saya baik, lirik yang tidak bisa di muat dan beberapa hal lain yang menyusahkan.",updatetan sekarang agak menyusahkan ya  saat di tengah mendengarkan lagu sambil membuka aplikasi lain malah mati  dan lagu tidak bisa di putar karena tidak ada koneksi internet padahal jaringan saya baik  lirik yang tidak bisa di muat dan beberapa hal lain yang menyusahkan,"['updatetan', 'sekarang', 'agak', 'menyusahkan', 'ya', 'saat', 'di', 'tengah', 'mendengarkan', 'lagu', 'sambil', 'membuka', 'aplikasi', 'lain', 'malah', 'mati', 'dan', 'lagu', 'tidak', 'bisa', 'di', 'putar', 'karena', 'tidak', 'ada', 'koneksi', 'internet', 'padahal', 'jaringan', 'saya', 'baik', 'lirik', 'yang', 'tidak', 'bisa', 'di', 'muat', 'dan', 'beberapa', 'hal', 'lain', 'yang', 'menyusahkan']","['updatetan', 'menyusahkan', 'ya', 'mendengarkan', 'lagu', 'membuka', 'aplikasi', 'mati', 'lagu', 'putar', 'koneksi', 'internet', 'jaringan', 'lirik', 'muat', 'menyusahkan']","['updatetan', 'susah', 'ya', 'dengar', 'lagu', 'buka', 'aplikasi', 'mati', 'lagu', 'putar', 'koneksi', 'internet', 'jaring', 'lirik', 'muat', 'susah']",updatetan susah ya dengar lagu buka aplikasi mati lagu putar koneksi internet jaring lirik muat susah
112,"Untuk Spotify, tolong ya kalau iklan setidaknya jangan yang horor mulu! Gak semua orang suka hal² berbau mistis dan gak semua orang pemberani. Setidaknya diseleksi lah kalau malam kasih iklan yang biasa aja. Ini siang malam horor. Bahkan tengah malam lagi enaknya dengerin lagu malah ada aja iklan horornya lagi. Gue liat juga banyak yang mengeluhkan masalah ini. Tolong ya setidaknya kalau mau pasang iklan dari podcast horor, setidaknya siang aja!",4,Positif,"untuk spotify, tolong ya kalau iklan setidaknya jangan yang horor mulu! gak semua orang suka hal² berbau mistis dan gak semua orang pemberani. setidaknya diseleksi lah kalau malam kasih iklan yang biasa aja. ini siang malam horor. bahkan tengah malam lagi enaknya dengerin lagu malah ada aja iklan horornya lagi. gue liat juga banyak yang mengeluhkan masalah ini. tolong ya setidaknya kalau mau pasang iklan dari podcast horor, setidaknya siang aja!",untuk spotify  tolong ya kalau iklan setidaknya jangan yang horor mulu  gak semua orang suka hal berbau mistis dan gak semua orang pemberani  setidaknya diseleksi lah kalau malam kasih iklan yang biasa aja  ini siang malam horor  bahkan tengah malam lagi enaknya dengerin lagu malah ada aja iklan horornya lagi  gue liat juga banyak yang mengeluhkan masalah ini  tolong ya setidaknya kalau mau pasang iklan dari podcast horor  setidaknya siang aja,"['untuk', 'spotify', 'tolong', 'ya', 'kalau', 'iklan', 'setidaknya', 'jangan', 'yang', 'horor', 'mulu', 'gak', 'semua', 'orang', 'suka', 'hal', 'berbau', 'mistis', 'dan', 'gak', 'semua', 'orang', 'pemberani', 'setidaknya', 'diseleksi', 'lah', 'kalau', 'malam', 'kasih', 'iklan', 'yang', 'biasa', 'aja', 'ini', 'siang', 'malam', 'horor', 'bahkan', 'tengah', 'malam', 'lagi', 'enaknya', 'dengerin', 'lagu', 'malah', 'ada', 'aja', 'iklan', 'horornya', 'lagi', 'gue', 'liat', 'juga', 'banyak', 'yang', 'mengeluhkan', 'masalah', 'ini', 'tolong', 'ya', 'setidaknya', 'kalau', 'mau', 'pasang', 'iklan', 'dari', 'podcast', 'horor', 'setidaknya', 'siang', 'aja']","['spotify', 'tolong', 'ya', 'iklan', 'horor', 'mulu', 'gak', 'orang', 'suka', 'berbau', 'mistis', 'gak', 'orang', 'pemberani', 'diseleksi', 'malam', 'kasih', 'iklan', 'aja', 'siang', 'malam', 'horor', 'malam', 'enaknya', 'dengerin', 'lagu', 'aja', 'iklan', 'horornya', 'gue', 'liat', 'mengeluhkan', 'tolong', 'ya', 'pasang', 'iklan', 'podcast', 'horor', 'siang', 'aja']","['spotify', 'tolong', 'ya', 'iklan', 'horor', 'mulu', 'gak', 'orang', 'suka', 'bau', 'mistis', 'gak', 'orang', 'berani', 'seleksi', 'malam', 'kasih', 'iklan', 'aja', 'siang', 'malam', 'horor', 'malam', 'enak', 'dengerin', 'lagu', 'aja', 'iklan', 'horor', 'gue', 'liat', 'keluh', 'tolong', 'ya', 'pasang', 'iklan', 'podcast', 'horor', 'siang', 'aja']",spotify tolong ya iklan horor mulu gak orang suka bau mistis gak orang berani seleksi malam kasih iklan aja siang malam horor malam enak dengerin lagu aja iklan horor gue liat keluh tolong ya pasang iklan podcast horor siang aja
113,"Spotify bgs bgt :D g kaya server sebelah, masa mau login gbsa, nyari lagu hot 2024 gbsa. Ga ky Spotify, semua lagu yang kucari itu selalu ketemu. Tapi, kata kata teruntuk paduka raja admin Spotify,, tolong iklannya jgn banyak banyak;) masa mau dengerin lagu selalu iklan dulu? Gua Sampe hafal loh perkataan iklannya ""Musik itu personal"" ""ketuk banner untuk mempelajari selengkapnya"" dll🙏",5,Positif,"spotify bgs bgt :d g kaya server sebelah, masa mau login gbsa, nyari lagu hot 2024 gbsa. ga ky spotify, semua lagu yang kucari itu selalu ketemu. tapi, kata kata teruntuk paduka raja admin spotify,, tolong iklannya jgn banyak banyak;) masa mau dengerin lagu selalu iklan dulu? gua sampe hafal loh perkataan iklannya ""musik itu personal"" ""ketuk banner untuk mempelajari selengkapnya"" dll🙏",spotify bgs bgt  d g kaya server sebelah  masa mau login gbsa  nyari lagu hot gbsa  ga ky spotify  semua lagu yang kucari itu selalu ketemu  tapi  kata kata teruntuk paduka raja admin spotify tolong iklannya jgn banyak banyak masa mau dengerin lagu selalu iklan dulu  gua sampe hafal loh perkataan iklannya  musik itu personal ketuk banner untuk mempelajari selengkapnya  dll,"['spotify', 'bgs', 'bgt', 'd', 'g', 'kaya', 'server', 'sebelah', 'masa', 'mau', 'login', 'gbsa', 'nyari', 'lagu', 'hot', 'gbsa', 'ga', 'ky', 'spotify', 'semua', 'lagu', 'yang', 'kucari', 'itu', 'selalu', 'ketemu', 'tapi', 'kata', 'kata', 'teruntuk', 'paduka', 'raja', 'admin', 'spotify', 'tolong', 'iklannya', 'jgn', 'banyak', 'banyak', 'masa', 'mau', 'dengerin', 'lagu', 'selalu', 'iklan', 'dulu', 'gua', 'sampe', 'hafal', 'loh', 'perkataan', 'iklannya', 'musik', 'itu', 'personal', 'ketuk', 'banner', 'untuk', 'mempelajari', 'selengkapnya', 'dll']","['spotify', 'bgs', 'bgt', 'd', 'g', 'kaya', 'server', 'sebelah', 'login', 'gbsa', 'nyari', 'lagu', 'hot', 'gbsa', 'ga', 'ky', 'spotify', 'lagu', 'kucari', 'ketemu', 'teruntuk', 'paduka', 'raja', 'admin', 'spotify', 'tolong', 'iklannya', 'jgn', 'dengerin', 'lagu', 'iklan', 'gua', 'sampe', 'hafal', 'loh', 'perkataan', 'iklannya', 'musik', 'personal', 'ketuk', 'banner', 'mempelajari', 'selengkapnya', 'dll']","['spotify', 'bgs', 'bgt', 'd', 'g', 'kaya', 'server', 'belah', 'login', 'gbsa', 'nyari', 'lagu', 'hot', 'gbsa', 'ga', 'ky', 'spotify', 'lagu', 'cari', 'ketemu', 'untuk', 'paduka', 'raja', 'admin', 'spotify', 'tolong', 'iklan', 'jgn', 'dengerin', 'lagu', 'iklan', 'gua', 'sampe', 'hafal', 'loh', 'kata', 'iklan', 'musik', 'personal', 'ketuk', 'banner', 'ajar', 'lengkap', 'dll']",spotify bgs bgt d g kaya server belah login gbsa nyari lagu hot gbsa ga ky spotify lagu cari ketemu untuk paduka raja admin spotify tolong iklan jgn dengerin lagu iklan gua sampe hafal loh kata iklan musik personal ketuk banner ajar lengkap dll
114,"Udah oke tapi tolong balikin dong lirik lirik lagunya, masa ada beberapa lagu yang ga muncul liriknya, jelek banget, testi dari yang premium ternyata mereka juga ngalamin yg sama, jadi males premium. Terus kualitas suaranya masih bisa ditingkatin, masa kalah sama YT Music",4,Positif,"udah oke tapi tolong balikin dong lirik lirik lagunya, masa ada beberapa lagu yang ga muncul liriknya, jelek banget, testi dari yang premium ternyata mereka juga ngalamin yg sama, jadi males premium. terus kualitas suaranya masih bisa ditingkatin, masa kalah sama yt music",udah oke tapi tolong balikin dong lirik lirik lagunya  masa ada beberapa lagu yang ga muncul liriknya  jelek banget  testi dari yang premium ternyata mereka juga ngalamin yg sama  jadi males premium  terus kualitas suaranya masih bisa ditingkatin  masa kalah sama yt music,"['udah', 'oke', 'tapi', 'tolong', 'balikin', 'dong', 'lirik', 'lirik', 'lagunya', 'masa', 'ada', 'beberapa', 'lagu', 'yang', 'ga', 'muncul', 'liriknya', 'jelek', 'banget', 'testi', 'dari', 'yang', 'premium', 'ternyata', 'mereka', 'juga', 'ngalamin', 'yg', 'sama', 'jadi', 'males', 'premium', 'terus', 'kualitas', 'suaranya', 'masih', 'bisa', 'ditingkatin', 'masa', 'kalah', 'sama', 'yt', 'music']","['udah', 'oke', 'tolong', 'balikin', 'lirik', 'lirik', 'lagunya', 'lagu', 'ga', 'muncul', 'liriknya', 'jelek', 'banget', 'testi', 'premium', 'ngalamin', 'yg', 'males', 'premium', 'kualitas', 'suaranya', 'ditingkatin', 'kalah', 'yt', 'music']","['udah', 'oke', 'tolong', 'balikin', 'lirik', 'lirik', 'lagu', 'lagu', 'ga', 'muncul', 'lirik', 'jelek', 'banget', 'testi', 'premium', 'ngalamin', 'yg', 'males', 'premium', 'kualitas', 'suara', 'ditingkatin', 'kalah', 'yt', 'music']",udah oke tolong balikin lirik lirik lagu lagu ga muncul lirik jelek banget testi premium ngalamin yg males premium kualitas suara ditingkatin kalah yt music
115,"sekarang kebanyakan iklan walaupun ngga premium, jelek, kadang eror juga, terus kenapa musiknya jadi dibatasi gini? tolong diperbaiki kayak dulu, dan ada beberapa lirik yang tidak tersedia, saya kecewa. tolong diperbaiki.",2,Negatif,"sekarang kebanyakan iklan walaupun ngga premium, jelek, kadang eror juga, terus kenapa musiknya jadi dibatasi gini? tolong diperbaiki kayak dulu, dan ada beberapa lirik yang tidak tersedia, saya kecewa. tolong diperbaiki.",sekarang kebanyakan iklan walaupun ngga premium  jelek  kadang eror juga  terus kenapa musiknya jadi dibatasi gini  tolong diperbaiki kayak dulu  dan ada beberapa lirik yang tidak tersedia  saya kecewa  tolong diperbaiki,"['sekarang', 'kebanyakan', 'iklan', 'walaupun', 'ngga', 'premium', 'jelek', 'kadang', 'eror', 'juga', 'terus', 'kenapa', 'musiknya', 'jadi', 'dibatasi', 'gini', 'tolong', 'diperbaiki', 'kayak', 'dulu', 'dan', 'ada', 'beberapa', 'lirik', 'yang', 'tidak', 'tersedia', 'saya', 'kecewa', 'tolong', 'diperbaiki']","['kebanyakan', 'iklan', 'ngga', 'premium', 'jelek', 'kadang', 'eror', 'musiknya', 'dibatasi', 'gini', 'tolong', 'diperbaiki', 'kayak', 'lirik', 'tersedia', 'kecewa', 'tolong', 'diperbaiki']","['banyak', 'iklan', 'ngga', 'premium', 'jelek', 'kadang', 'eror', 'musik', 'batas', 'gin', 'tolong', 'baik', 'kayak', 'lirik', 'sedia', 'kecewa', 'tolong', 'baik']",banyak iklan ngga premium jelek kadang eror musik batas gin tolong baik kayak lirik sedia kecewa tolong baik
116,"Jujur aja spotify itu bagus bgt, apalagi buat pecinta musik. Selain buat dengerin musik spotify juga bisa buat dengerin potcast. Tapi, ada masalah yang sering bikin kesel, yaitu liriknya sering banget gak keluar, jadi pas saya mau nyimak liriknya eh malah gaada, dan itu ga ke 1 atau 2 lagu tapi hampir semua. Mohon bantuannya dong developer nya, makasih",4,Positif,"jujur aja spotify itu bagus bgt, apalagi buat pecinta musik. selain buat dengerin musik spotify juga bisa buat dengerin potcast. tapi, ada masalah yang sering bikin kesel, yaitu liriknya sering banget gak keluar, jadi pas saya mau nyimak liriknya eh malah gaada, dan itu ga ke 1 atau 2 lagu tapi hampir semua. mohon bantuannya dong developer nya, makasih",jujur aja spotify itu bagus bgt  apalagi buat pecinta musik  selain buat dengerin musik spotify juga bisa buat dengerin potcast  tapi  ada masalah yang sering bikin kesel  yaitu liriknya sering banget gak keluar  jadi pas saya mau nyimak liriknya eh malah gaada  dan itu ga ke atau lagu tapi hampir semua  mohon bantuannya dong developer nya  makasih,"['jujur', 'aja', 'spotify', 'itu', 'bagus', 'bgt', 'apalagi', 'buat', 'pecinta', 'musik', 'selain', 'buat', 'dengerin', 'musik', 'spotify', 'juga', 'bisa', 'buat', 'dengerin', 'potcast', 'tapi', 'ada', 'masalah', 'yang', 'sering', 'bikin', 'kesel', 'yaitu', 'liriknya', 'sering', 'banget', 'gak', 'keluar', 'jadi', 'pas', 'saya', 'mau', 'nyimak', 'liriknya', 'eh', 'malah', 'gaada', 'dan', 'itu', 'ga', 'ke', 'atau', 'lagu', 'tapi', 'hampir', 'semua', 'mohon', 'bantuannya', 'dong', 'developer', 'nya', 'makasih']","['jujur', 'aja', 'spotify', 'bagus', 'bgt', 'pecinta', 'musik', 'dengerin', 'musik', 'spotify', 'dengerin', 'potcast', 'bikin', 'kesel', 'liriknya', 'banget', 'gak', 'pas', 'nyimak', 'liriknya', 'eh', 'gaada', 'ga', 'lagu', 'mohon', 'bantuannya', 'developer', 'nya', 'makasih']","['jujur', 'aja', 'spotify', 'bagus', 'bgt', 'cinta', 'musik', 'dengerin', 'musik', 'spotify', 'dengerin', 'potcast', 'bikin', 'kesel', 'lirik', 'banget', 'gak', 'pas', 'nyimak', 'lirik', 'eh', 'gaada', 'ga', 'lagu', 'mohon', 'bantu', 'developer', 'nya', 'makasih']",jujur aja spotify bagus bgt cinta musik dengerin musik spotify dengerin potcast bikin kesel lirik banget gak pas nyimak lirik eh gaada ga lagu mohon bantu developer nya makasih
117,"Problem banget buat pembelian Spotify premium nya sering banget waktu mau payment error karena koneksi padahal koneksi bagus dan gada masalah apa-apa. Sistemnya dibenerin lagi lah, sebel banget.",3,Negatif,"problem banget buat pembelian spotify premium nya sering banget waktu mau payment error karena koneksi padahal koneksi bagus dan gada masalah apa-apa. sistemnya dibenerin lagi lah, sebel banget.",problem banget buat pembelian spotify premium nya sering banget waktu mau payment error karena koneksi padahal koneksi bagus dan gada masalah apa apa  sistemnya dibenerin lagi lah  sebel banget,"['problem', 'banget', 'buat', 'pembelian', 'spotify', 'premium', 'nya', 'sering', 'banget', 'waktu', 'mau', 'payment', 'error', 'karena', 'koneksi', 'padahal', 'koneksi', 'bagus', 'dan', 'gada', 'masalah', 'apa', 'apa', 'sistemnya', 'dibenerin', 'lagi', 'lah', 'sebel', 'banget']","['problem', 'banget', 'pembelian', 'spotify', 'premium', 'nya', 'banget', 'payment', 'error', 'koneksi', 'koneksi', 'bagus', 'gada', 'sistemnya', 'dibenerin', 'sebel', 'banget']","['problem', 'banget', 'beli', 'spotify', 'premium', 'nya', 'banget', 'payment', 'error', 'koneksi', 'koneksi', 'bagus', 'gada', 'sistem', 'dibenerin', 'sebel', 'banget']",problem banget beli spotify premium nya banget payment error koneksi koneksi bagus gada sistem dibenerin sebel banget
118,Sebenarnya gw gak mau kasih rating 2 cuman karna Spotify punya pemaksaan untuk membeli premium jadi tidak bisa memutar lagu sesuka kita dan juga ada iklan yang mengganggu saat mendengarkan musik saya harap iklan dapat di kurang kan karna saya tidak suka gangguan iklan dan pemaksaan untuk membeli premium terimakasih.,2,Negatif,sebenarnya gw gak mau kasih rating 2 cuman karna spotify punya pemaksaan untuk membeli premium jadi tidak bisa memutar lagu sesuka kita dan juga ada iklan yang mengganggu saat mendengarkan musik saya harap iklan dapat di kurang kan karna saya tidak suka gangguan iklan dan pemaksaan untuk membeli premium terimakasih.,sebenarnya gw gak mau kasih rating cuman karna spotify punya pemaksaan untuk membeli premium jadi tidak bisa memutar lagu sesuka kita dan juga ada iklan yang mengganggu saat mendengarkan musik saya harap iklan dapat di kurang kan karna saya tidak suka gangguan iklan dan pemaksaan untuk membeli premium terimakasih,"['sebenarnya', 'gw', 'gak', 'mau', 'kasih', 'rating', 'cuman', 'karna', 'spotify', 'punya', 'pemaksaan', 'untuk', 'membeli', 'premium', 'jadi', 'tidak', 'bisa', 'memutar', 'lagu', 'sesuka', 'kita', 'dan', 'juga', 'ada', 'iklan', 'yang', 'mengganggu', 'saat', 'mendengarkan', 'musik', 'saya', 'harap', 'iklan', 'dapat', 'di', 'kurang', 'kan', 'karna', 'saya', 'tidak', 'suka', 'gangguan', 'iklan', 'dan', 'pemaksaan', 'untuk', 'membeli', 'premium', 'terimakasih']","['gw', 'gak', 'kasih', 'rating', 'cuman', 'karna', 'spotify', 'pemaksaan', 'membeli', 'premium', 'memutar', 'lagu', 'sesuka', 'iklan', 'mengganggu', 'mendengarkan', 'musik', 'harap', 'iklan', 'karna', 'suka', 'gangguan', 'iklan', 'pemaksaan', 'membeli', 'premium', 'terimakasih']","['gw', 'gak', 'kasih', 'rating', 'cuman', 'karna', 'spotify', 'paksa', 'beli', 'premium', 'putar', 'lagu', 'suka', 'iklan', 'ganggu', 'dengar', 'musik', 'harap', 'iklan', 'karna', 'suka', 'ganggu', 'iklan', 'paksa', 'beli', 'premium', 'terimakasih']",gw gak kasih rating cuman karna spotify paksa beli premium putar lagu suka iklan ganggu dengar musik harap iklan karna suka ganggu iklan paksa beli premium terimakasih
119,Pas saya download spotify mulai merasa nyaman mendengarkan lagu lagunya tapi pas susah update beberapa lagu tersebut tidak ada liriknya dan pas saya mau mendengarkan lagu malah di suruh bayar premium padahal sebelumnya tidak seperti itu dan update sekarang terlalu banyak iklan nya mohon di perbaiki yaa kak/bang,2,Negatif,pas saya download spotify mulai merasa nyaman mendengarkan lagu lagunya tapi pas susah update beberapa lagu tersebut tidak ada liriknya dan pas saya mau mendengarkan lagu malah di suruh bayar premium padahal sebelumnya tidak seperti itu dan update sekarang terlalu banyak iklan nya mohon di perbaiki yaa kak/bang,pas saya download spotify mulai merasa nyaman mendengarkan lagu lagunya tapi pas susah update beberapa lagu tersebut tidak ada liriknya dan pas saya mau mendengarkan lagu malah di suruh bayar premium padahal sebelumnya tidak seperti itu dan update sekarang terlalu banyak iklan nya mohon di perbaiki yaa kak bang,"['pas', 'saya', 'download', 'spotify', 'mulai', 'merasa', 'nyaman', 'mendengarkan', 'lagu', 'lagunya', 'tapi', 'pas', 'susah', 'update', 'beberapa', 'lagu', 'tersebut', 'tidak', 'ada', 'liriknya', 'dan', 'pas', 'saya', 'mau', 'mendengarkan', 'lagu', 'malah', 'di', 'suruh', 'bayar', 'premium', 'padahal', 'sebelumnya', 'tidak', 'seperti', 'itu', 'dan', 'update', 'sekarang', 'terlalu', 'banyak', 'iklan', 'nya', 'mohon', 'di', 'perbaiki', 'yaa', 'kak', 'bang']","['pas', 'download', 'spotify', 'nyaman', 'mendengarkan', 'lagu', 'lagunya', 'pas', 'susah', 'update', 'lagu', 'liriknya', 'pas', 'mendengarkan', 'lagu', 'suruh', 'bayar', 'premium', 'update', 'iklan', 'nya', 'mohon', 'perbaiki', 'yaa', 'kak', 'bang']","['pas', 'download', 'spotify', 'nyaman', 'dengar', 'lagu', 'lagu', 'pas', 'susah', 'update', 'lagu', 'lirik', 'pas', 'dengar', 'lagu', 'suruh', 'bayar', 'premium', 'update', 'iklan', 'nya', 'mohon', 'baik', 'yaa', 'kak', 'bang']",pas download spotify nyaman dengar lagu lagu pas susah update lagu lirik pas dengar lagu suruh bayar premium update iklan nya mohon baik yaa kak bang
120,"Spotify saya hanya bisa di pakai saat menggunakan wifi, saat menggunakan data seluler Spotify nya malah offline padahal jaringan bagus data nya juga baru saya isi , dan ini selalu terjadi saat saya ingin mendengar kan lagu di Spotify menggunakan data seluler.",3,Negatif,"spotify saya hanya bisa di pakai saat menggunakan wifi, saat menggunakan data seluler spotify nya malah offline padahal jaringan bagus data nya juga baru saya isi , dan ini selalu terjadi saat saya ingin mendengar kan lagu di spotify menggunakan data seluler.",spotify saya hanya bisa di pakai saat menggunakan wifi  saat menggunakan data seluler spotify nya malah offline padahal jaringan bagus data nya juga baru saya isi dan ini selalu terjadi saat saya ingin mendengar kan lagu di spotify menggunakan data seluler,"['spotify', 'saya', 'hanya', 'bisa', 'di', 'pakai', 'saat', 'menggunakan', 'wifi', 'saat', 'menggunakan', 'data', 'seluler', 'spotify', 'nya', 'malah', 'offline', 'padahal', 'jaringan', 'bagus', 'data', 'nya', 'juga', 'baru', 'saya', 'isi', 'dan', 'ini', 'selalu', 'terjadi', 'saat', 'saya', 'ingin', 'mendengar', 'kan', 'lagu', 'di', 'spotify', 'menggunakan', 'data', 'seluler']","['spotify', 'pakai', 'wifi', 'data', 'seluler', 'spotify', 'nya', 'offline', 'jaringan', 'bagus', 'data', 'nya', 'isi', 'mendengar', 'lagu', 'spotify', 'data', 'seluler']","['spotify', 'pakai', 'wifi', 'data', 'seluler', 'spotify', 'nya', 'offline', 'jaring', 'bagus', 'data', 'nya', 'isi', 'dengar', 'lagu', 'spotify', 'data', 'seluler']",spotify pakai wifi data seluler spotify nya offline jaring bagus data nya isi dengar lagu spotify data seluler
