,content,score,Label,CaseFolding,Cleaning,Tokenizing,Stopword Removal,Stemming,dataset_join
70,"It was AMAZING untill the new update. It adds songs to my playlist that i dont even want, plus it doesn't allow me to switch songs throughout my playlist, what a downgrade. I would heavily appreciate if y'all could bring back old spotify. Many individuals, including me, have complained and even stopped using the app due to this update. I would also appreciate for there to be hour long loops. i have Aspergers and ADHD, and sometimes to help deal with stress i like to listen to music for hours.",1,Negatif,"it was amazing untill the new update. it adds songs to my playlist that i dont even want, plus it doesn't allow me to switch songs throughout my playlist, what a downgrade. i would heavily appreciate if y'all could bring back old spotify. many individuals, including me, have complained and even stopped using the app due to this update. i would also appreciate for there to be hour long loops. i have aspergers and adhd, and sometimes to help deal with stress i like to listen to music for hours.",it was amazing untill the new update  it adds songs to my playlist that i dont even want  plus it doesn t allow me to switch songs throughout my playlist  what a downgrade  i would heavily appreciate if y all could bring back old spotify  many individuals  including me  have complained and even stopped using the app due to this update  i would also appreciate for there to be hour long loops  i have aspergers and adhd  and sometimes to help deal with stress i like to listen to music for hours,"['it', 'was', 'amazing', 'untill', 'the', 'new', 'update', 'it', 'adds', 'songs', 'to', 'my', 'playlist', 'that', 'i', 'dont', 'even', 'want', 'plus', 'it', 'doesn', 't', 'allow', 'me', 'to', 'switch', 'songs', 'throughout', 'my', 'playlist', 'what', 'a', 'downgrade', 'i', 'would', 'heavily', 'appreciate', 'if', 'y', 'all', 'could', 'bring', 'back', 'old', 'spotify', 'many', 'individuals', 'including', 'me', 'have', 'complained', 'and', 'even', 'stopped', 'using', 'the', 'app', 'due', 'to', 'this', 'update', 'i', 'would', 'also', 'appreciate', 'for', 'there', 'to', 'be', 'hour', 'long', 'loops', 'i', 'have', 'aspergers', 'and', 'adhd', 'and', 'sometimes', 'to', 'help', 'deal', 'with', 'stress', 'i', 'like', 'to', 'listen', 'to', 'music', 'for', 'hours']","['amazing', 'untill', 'new', 'update', 'adds', 'songs', 'playlist', 'dont', 'even', 'want', 'plus', 'allow', 'switch', 'songs', 'throughout', 'playlist', 'downgrade', 'would', 'heavily', 'appreciate', 'could', 'bring', 'back', 'old', 'spotify', 'many', 'individuals', 'including', 'complained', 'even', 'stopped', 'using', 'app', 'due', 'update', 'would', 'also', 'appreciate', 'hour', 'long', 'loops', 'aspergers', 'adhd', 'sometimes', 'help', 'deal', 'stress', 'like', 'listen', 'music', 'hours']","['amaz', 'until', 'new', 'updat', 'add', 'song', 'playlist', 'dont', 'even', 'want', 'plu', 'allow', 'switch', 'song', 'throughout', 'playlist', 'downgrad', 'would', 'heavili', 'appreci', 'could', 'bring', 'back', 'old', 'spotifi', 'mani', 'individu', 'includ', 'complain', 'even', 'stop', 'use', 'app', 'due', 'updat', 'would', 'also', 'appreci', 'hour', 'long', 'loop', 'asperg', 'adhd', 'sometim', 'help', 'deal', 'stress', 'like', 'listen', 'music', 'hour']",amaz until new updat add song playlist dont even want plu allow switch song throughout playlist downgrad would heavili appreci could bring back old spotifi mani individu includ complain even stop use app due updat would also appreci hour long loop asperg adhd sometim help deal stress like listen music hour
71,"Ok, so first of all. I love Spotify. The music performance is great! I like how you can choose how many seconds are in the sing fade. But, Ofc it has it's problems. When i check my playlists, it automatically takes the first song and puts in the middle. I also don't know if it's my phone or my Spotify, bc the short videos with the songs don't play anymore. I just stays frozen. It happened after Taylor Swift was #1 and the dot on the playing bar was glowing.",4,Positif,"ok, so first of all. i love spotify. the music performance is great! i like how you can choose how many seconds are in the sing fade. but, ofc it has it's problems. when i check my playlists, it automatically takes the first song and puts in the middle. i also don't know if it's my phone or my spotify, bc the short videos with the songs don't play anymore. i just stays frozen. it happened after taylor swift was #1 and the dot on the playing bar was glowing.",ok  so first of all  i love spotify  the music performance is great  i like how you can choose how many seconds are in the sing fade  but  ofc it has it s problems  when i check my playlists  it automatically takes the first song and puts in the middle  i also don t know if it s my phone or my spotify  bc the short videos with the songs don t play anymore  i just stays frozen  it happened after taylor swift was and the dot on the playing bar was glowing,"['ok', 'so', 'first', 'of', 'all', 'i', 'love', 'spotify', 'the', 'music', 'performance', 'is', 'great', 'i', 'like', 'how', 'you', 'can', 'choose', 'how', 'many', 'seconds', 'are', 'in', 'the', 'sing', 'fade', 'but', 'ofc', 'it', 'has', 'it', 's', 'problems', 'when', 'i', 'check', 'my', 'playlists', 'it', 'automatically', 'takes', 'the', 'first', 'song', 'and', 'puts', 'in', 'the', 'middle', 'i', 'also', 'don', 't', 'know', 'if', 'it', 's', 'my', 'phone', 'or', 'my', 'spotify', 'bc', 'the', 'short', 'videos', 'with', 'the', 'songs', 'don', 't', 'play', 'anymore', 'i', 'just', 'stays', 'frozen', 'it', 'happened', 'after', 'taylor', 'swift', 'was', 'and', 'the', 'dot', 'on', 'the', 'playing', 'bar', 'was', 'glowing']","['ok', 'first', 'love', 'spotify', 'music', 'performance', 'great', 'like', 'choose', 'many', 'seconds', 'sing', 'fade', 'ofc', 'problems', 'check', 'playlists', 'automatically', 'takes', 'first', 'song', 'puts', 'middle', 'also', 'know', 'phone', 'spotify', 'bc', 'short', 'videos', 'songs', 'play', 'anymore', 'stays', 'frozen', 'happened', 'taylor', 'swift', 'dot', 'playing', 'bar', 'glowing']","['ok', 'first', 'love', 'spotifi', 'music', 'perform', 'great', 'like', 'choos', 'mani', 'second', 'sing', 'fade', 'ofc', 'problem', 'check', 'playlist', 'automat', 'take', 'first', 'song', 'put', 'middl', 'also', 'know', 'phone', 'spotifi', 'bc', 'short', 'video', 'song', 'play', 'anymor', 'stay', 'frozen', 'happen', 'taylor', 'swift', 'dot', 'play', 'bar', 'glow']",ok first love spotifi music perform great like choos mani second sing fade ofc problem check playlist automat take first song put middl also know phone spotifi bc short video song play anymor stay frozen happen taylor swift dot play bar glow
72,"As stated in a previous review, I hate that it auto connects to Bluetooth. I have small children and connect to speakers to play music for them. I am getting rid of premium and deleting the app until this can be fixed. I looked online and this has been a problem for at least 5 years. Unacceptable in my opinion. I turned off all permissions and the background data and it still plays. Probably will never get this service again.",1,Negatif,"as stated in a previous review, i hate that it auto connects to bluetooth. i have small children and connect to speakers to play music for them. i am getting rid of premium and deleting the app until this can be fixed. i looked online and this has been a problem for at least 5 years. unacceptable in my opinion. i turned off all permissions and the background data and it still plays. probably will never get this service again.",as stated in a previous review  i hate that it auto connects to bluetooth  i have small children and connect to speakers to play music for them  i am getting rid of premium and deleting the app until this can be fixed  i looked online and this has been a problem for at least years  unacceptable in my opinion  i turned off all permissions and the background data and it still plays  probably will never get this service again,"['as', 'stated', 'in', 'a', 'previous', 'review', 'i', 'hate', 'that', 'it', 'auto', 'connects', 'to', 'bluetooth', 'i', 'have', 'small', 'children', 'and', 'connect', 'to', 'speakers', 'to', 'play', 'music', 'for', 'them', 'i', 'am', 'getting', 'rid', 'of', 'premium', 'and', 'deleting', 'the', 'app', 'until', 'this', 'can', 'be', 'fixed', 'i', 'looked', 'online', 'and', 'this', 'has', 'been', 'a', 'problem', 'for', 'at', 'least', 'years', 'unacceptable', 'in', 'my', 'opinion', 'i', 'turned', 'off', 'all', 'permissions', 'and', 'the', 'background', 'data', 'and', 'it', 'still', 'plays', 'probably', 'will', 'never', 'get', 'this', 'service', 'again']","['stated', 'previous', 'review', 'hate', 'auto', 'connects', 'bluetooth', 'small', 'children', 'connect', 'speakers', 'play', 'music', 'getting', 'rid', 'premium', 'deleting', 'app', 'fixed', 'looked', 'online', 'problem', 'least', 'years', 'unacceptable', 'opinion', 'turned', 'permissions', 'background', 'data', 'still', 'plays', 'probably', 'never', 'get', 'service']","['state', 'previou', 'review', 'hate', 'auto', 'connect', 'bluetooth', 'small', 'children', 'connect', 'speaker', 'play', 'music', 'get', 'rid', 'premium', 'delet', 'app', 'fix', 'look', 'onlin', 'problem', 'least', 'year', 'unaccept', 'opinion', 'turn', 'permiss', 'background', 'data', 'still', 'play', 'probabl', 'never', 'get', 'servic']",state previou review hate auto connect bluetooth small children connect speaker play music get rid premium delet app fix look onlin problem least year unaccept opinion turn permiss background data still play probabl never get servic
73,"I understand this app yet I don't. Even though I had downloaded a bunch of songs, whenever I open up playlists full of my downloaded songs it still shows me the loading screen which would stay for about 3 mins and ""Try again"" would pop up after. It's frustrating especially when I'm someone who would play music the whole day and this has been what I'm doing for the past year. Please fix it.",1,Negatif,"i understand this app yet i don't. even though i had downloaded a bunch of songs, whenever i open up playlists full of my downloaded songs it still shows me the loading screen which would stay for about 3 mins and ""try again"" would pop up after. it's frustrating especially when i'm someone who would play music the whole day and this has been what i'm doing for the past year. please fix it.",i understand this app yet i don t  even though i had downloaded a bunch of songs  whenever i open up playlists full of my downloaded songs it still shows me the loading screen which would stay for about mins and  try again  would pop up after  it s frustrating especially when i m someone who would play music the whole day and this has been what i m doing for the past year  please fix it,"['i', 'understand', 'this', 'app', 'yet', 'i', 'don', 't', 'even', 'though', 'i', 'had', 'downloaded', 'a', 'bunch', 'of', 'songs', 'whenever', 'i', 'open', 'up', 'playlists', 'full', 'of', 'my', 'downloaded', 'songs', 'it', 'still', 'shows', 'me', 'the', 'loading', 'screen', 'which', 'would', 'stay', 'for', 'about', 'mins', 'and', 'try', 'again', 'would', 'pop', 'up', 'after', 'it', 's', 'frustrating', 'especially', 'when', 'i', 'm', 'someone', 'who', 'would', 'play', 'music', 'the', 'whole', 'day', 'and', 'this', 'has', 'been', 'what', 'i', 'm', 'doing', 'for', 'the', 'past', 'year', 'please', 'fix', 'it']","['understand', 'app', 'yet', 'even', 'though', 'downloaded', 'bunch', 'songs', 'whenever', 'open', 'playlists', 'full', 'downloaded', 'songs', 'still', 'shows', 'loading', 'screen', 'would', 'stay', 'mins', 'try', 'would', 'pop', 'frustrating', 'especially', 'someone', 'would', 'play', 'music', 'whole', 'day', 'past', 'year', 'please', 'fix']","['understand', 'app', 'yet', 'even', 'though', 'download', 'bunch', 'song', 'whenev', 'open', 'playlist', 'full', 'download', 'song', 'still', 'show', 'load', 'screen', 'would', 'stay', 'min', 'tri', 'would', 'pop', 'frustrat', 'especi', 'someon', 'would', 'play', 'music', 'whole', 'day', 'past', 'year', 'pleas', 'fix']",understand app yet even though download bunch song whenev open playlist full download song still show load screen would stay min tri would pop frustrat especi someon would play music whole day past year pleas fix
74,"Recently hopped onto Spotify, mainly I'm a PC user, and gotta say, it's pretty perfect there. Trying out the mobile version, and it's not bad either. However, encountered a issue/problem with my liked songs – they play random parts, seriously frustrating. Can't enjoy what I've liked, and that's a bit of a downer. Never had this issue on SoundCloud, where I spent many days. Hoping the Spotify team can sort this out in the next update. Thanks for addressing these concerns!",1,Negatif,"recently hopped onto spotify, mainly i'm a pc user, and gotta say, it's pretty perfect there. trying out the mobile version, and it's not bad either. however, encountered a issue/problem with my liked songs – they play random parts, seriously frustrating. can't enjoy what i've liked, and that's a bit of a downer. never had this issue on soundcloud, where i spent many days. hoping the spotify team can sort this out in the next update. thanks for addressing these concerns!",recently hopped onto spotify  mainly i m a pc user  and gotta say  it s pretty perfect there  trying out the mobile version  and it s not bad either  however  encountered a issue problem with my liked songs  they play random parts  seriously frustrating  can t enjoy what i ve liked  and that s a bit of a downer  never had this issue on soundcloud  where i spent many days  hoping the spotify team can sort this out in the next update  thanks for addressing these concerns,"['recently', 'hopped', 'onto', 'spotify', 'mainly', 'i', 'm', 'a', 'pc', 'user', 'and', 'got', 'ta', 'say', 'it', 's', 'pretty', 'perfect', 'there', 'trying', 'out', 'the', 'mobile', 'version', 'and', 'it', 's', 'not', 'bad', 'either', 'however', 'encountered', 'a', 'issue', 'problem', 'with', 'my', 'liked', 'songs', 'they', 'play', 'random', 'parts', 'seriously', 'frustrating', 'can', 't', 'enjoy', 'what', 'i', 've', 'liked', 'and', 'that', 's', 'a', 'bit', 'of', 'a', 'downer', 'never', 'had', 'this', 'issue', 'on', 'soundcloud', 'where', 'i', 'spent', 'many', 'days', 'hoping', 'the', 'spotify', 'team', 'can', 'sort', 'this', 'out', 'in', 'the', 'next', 'update', 'thanks', 'for', 'addressing', 'these', 'concerns']","['recently', 'hopped', 'onto', 'spotify', 'mainly', 'pc', 'user', 'got', 'ta', 'say', 'pretty', 'perfect', 'trying', 'mobile', 'version', 'bad', 'either', 'however', 'encountered', 'issue', 'problem', 'liked', 'songs', 'play', 'random', 'parts', 'seriously', 'frustrating', 'enjoy', 'liked', 'bit', 'downer', 'never', 'issue', 'soundcloud', 'spent', 'many', 'days', 'hoping', 'spotify', 'team', 'sort', 'next', 'update', 'thanks', 'addressing', 'concerns']","['recent', 'hop', 'onto', 'spotifi', 'mainli', 'pc', 'user', 'got', 'ta', 'say', 'pretti', 'perfect', 'tri', 'mobil', 'version', 'bad', 'either', 'howev', 'encount', 'issu', 'problem', 'like', 'song', 'play', 'random', 'part', 'serious', 'frustrat', 'enjoy', 'like', 'bit', 'downer', 'never', 'issu', 'soundcloud', 'spent', 'mani', 'day', 'hope', 'spotifi', 'team', 'sort', 'next', 'updat', 'thank', 'address', 'concern']",recent hop onto spotifi mainli pc user got ta say pretti perfect tri mobil version bad either howev encount issu problem like song play random part serious frustrat enjoy like bit downer never issu soundcloud spent mani day hope spotifi team sort next updat thank address concern
75,Was great until about a week ago. Playlists I worked so hard on now have songs added that I didn't add. And I can't edit some playlists either. It's very frustrating when you look for answers and they don't help the issue. I don't understand why random songs are added to my created playlist that I don't want in that order. This is my last month as a subscription member. This is insane,1,Negatif,was great until about a week ago. playlists i worked so hard on now have songs added that i didn't add. and i can't edit some playlists either. it's very frustrating when you look for answers and they don't help the issue. i don't understand why random songs are added to my created playlist that i don't want in that order. this is my last month as a subscription member. this is insane,was great until about a week ago  playlists i worked so hard on now have songs added that i didn t add  and i can t edit some playlists either  it s very frustrating when you look for answers and they don t help the issue  i don t understand why random songs are added to my created playlist that i don t want in that order  this is my last month as a subscription member  this is insane,"['was', 'great', 'until', 'about', 'a', 'week', 'ago', 'playlists', 'i', 'worked', 'so', 'hard', 'on', 'now', 'have', 'songs', 'added', 'that', 'i', 'didn', 't', 'add', 'and', 'i', 'can', 't', 'edit', 'some', 'playlists', 'either', 'it', 's', 'very', 'frustrating', 'when', 'you', 'look', 'for', 'answers', 'and', 'they', 'don', 't', 'help', 'the', 'issue', 'i', 'don', 't', 'understand', 'why', 'random', 'songs', 'are', 'added', 'to', 'my', 'created', 'playlist', 'that', 'i', 'don', 't', 'want', 'in', 'that', 'order', 'this', 'is', 'my', 'last', 'month', 'as', 'a', 'subscription', 'member', 'this', 'is', 'insane']","['great', 'week', 'ago', 'playlists', 'worked', 'hard', 'songs', 'added', 'add', 'edit', 'playlists', 'either', 'frustrating', 'look', 'answers', 'help', 'issue', 'understand', 'random', 'songs', 'added', 'created', 'playlist', 'want', 'order', 'last', 'month', 'subscription', 'member', 'insane']","['great', 'week', 'ago', 'playlist', 'work', 'hard', 'song', 'ad', 'add', 'edit', 'playlist', 'either', 'frustrat', 'look', 'answer', 'help', 'issu', 'understand', 'random', 'song', 'ad', 'creat', 'playlist', 'want', 'order', 'last', 'month', 'subscript', 'member', 'insan']",great week ago playlist work hard song ad add edit playlist either frustrat look answer help issu understand random song ad creat playlist want order last month subscript member insan
76,"Been using the app for years, but recently my biggest problem has been this: I have a playlist that has over 200 songs in it and for some reason, it now only plays like 50 of those songs over and over and no matter how many times I skip the song it plays it again like 5 minutes later! Yes I like the song but there's loads of other songs in the playlist that I really wanna hear too! I hope someone will understand what I'm trying to say. Hopefully this will be fixed soon...",3,Negatif,"been using the app for years, but recently my biggest problem has been this: i have a playlist that has over 200 songs in it and for some reason, it now only plays like 50 of those songs over and over and no matter how many times i skip the song it plays it again like 5 minutes later! yes i like the song but there's loads of other songs in the playlist that i really wanna hear too! i hope someone will understand what i'm trying to say. hopefully this will be fixed soon...",been using the app for years  but recently my biggest problem has been this  i have a playlist that has over songs in it and for some reason  it now only plays like of those songs over and over and no matter how many times i skip the song it plays it again like minutes later  yes i like the song but there s loads of other songs in the playlist that i really wanna hear too  i hope someone will understand what i m trying to say  hopefully this will be fixed soon,"['been', 'using', 'the', 'app', 'for', 'years', 'but', 'recently', 'my', 'biggest', 'problem', 'has', 'been', 'this', 'i', 'have', 'a', 'playlist', 'that', 'has', 'over', 'songs', 'in', 'it', 'and', 'for', 'some', 'reason', 'it', 'now', 'only', 'plays', 'like', 'of', 'those', 'songs', 'over', 'and', 'over', 'and', 'no', 'matter', 'how', 'many', 'times', 'i', 'skip', 'the', 'song', 'it', 'plays', 'it', 'again', 'like', 'minutes', 'later', 'yes', 'i', 'like', 'the', 'song', 'but', 'there', 's', 'loads', 'of', 'other', 'songs', 'in', 'the', 'playlist', 'that', 'i', 'really', 'wan', 'na', 'hear', 'too', 'i', 'hope', 'someone', 'will', 'understand', 'what', 'i', 'm', 'trying', 'to', 'say', 'hopefully', 'this', 'will', 'be', 'fixed', 'soon']","['using', 'app', 'years', 'recently', 'biggest', 'problem', 'playlist', 'songs', 'reason', 'plays', 'like', 'songs', 'matter', 'many', 'times', 'skip', 'song', 'plays', 'like', 'minutes', 'later', 'yes', 'like', 'song', 'loads', 'songs', 'playlist', 'really', 'wan', 'na', 'hear', 'hope', 'someone', 'understand', 'trying', 'say', 'hopefully', 'fixed', 'soon']","['use', 'app', 'year', 'recent', 'biggest', 'problem', 'playlist', 'song', 'reason', 'play', 'like', 'song', 'matter', 'mani', 'time', 'skip', 'song', 'play', 'like', 'minut', 'later', 'ye', 'like', 'song', 'load', 'song', 'playlist', 'realli', 'wan', 'na', 'hear', 'hope', 'someon', 'understand', 'tri', 'say', 'hope', 'fix', 'soon']",use app year recent biggest problem playlist song reason play like song matter mani time skip song play like minut later ye like song load song playlist realli wan na hear hope someon understand tri say hope fix soon
77,"This app keeps crashing in me since a few days. I haven't been able to open it for a few days and it looks like I'll have to try and reinstall and lose all my downloaded. Really annoying. And even before that, listening to downloaded music when I've got no reception is a pita with excruciatingly long wait times until the app remembers that there is something downloaded, actually.",1,Negatif,"this app keeps crashing in me since a few days. i haven't been able to open it for a few days and it looks like i'll have to try and reinstall and lose all my downloaded. really annoying. and even before that, listening to downloaded music when i've got no reception is a pita with excruciatingly long wait times until the app remembers that there is something downloaded, actually.",this app keeps crashing in me since a few days  i haven t been able to open it for a few days and it looks like i ll have to try and reinstall and lose all my downloaded  really annoying  and even before that  listening to downloaded music when i ve got no reception is a pita with excruciatingly long wait times until the app remembers that there is something downloaded  actually,"['this', 'app', 'keeps', 'crashing', 'in', 'me', 'since', 'a', 'few', 'days', 'i', 'haven', 't', 'been', 'able', 'to', 'open', 'it', 'for', 'a', 'few', 'days', 'and', 'it', 'looks', 'like', 'i', 'll', 'have', 'to', 'try', 'and', 'reinstall', 'and', 'lose', 'all', 'my', 'downloaded', 'really', 'annoying', 'and', 'even', 'before', 'that', 'listening', 'to', 'downloaded', 'music', 'when', 'i', 've', 'got', 'no', 'reception', 'is', 'a', 'pita', 'with', 'excruciatingly', 'long', 'wait', 'times', 'until', 'the', 'app', 'remembers', 'that', 'there', 'is', 'something', 'downloaded', 'actually']","['app', 'keeps', 'crashing', 'since', 'days', 'able', 'open', 'days', 'looks', 'like', 'try', 'reinstall', 'lose', 'downloaded', 'really', 'annoying', 'even', 'listening', 'downloaded', 'music', 'got', 'reception', 'pita', 'excruciatingly', 'long', 'wait', 'times', 'app', 'remembers', 'something', 'downloaded', 'actually']","['app', 'keep', 'crash', 'sinc', 'day', 'abl', 'open', 'day', 'look', 'like', 'tri', 'reinstal', 'lose', 'download', 'realli', 'annoy', 'even', 'listen', 'download', 'music', 'got', 'recept', 'pita', 'excruciatingli', 'long', 'wait', 'time', 'app', 'rememb', 'someth', 'download', 'actual']",app keep crash sinc day abl open day look like tri reinstal lose download realli annoy even listen download music got recept pita excruciatingli long wait time app rememb someth download actual
78,"Bug: one song every play session does not keeps playing without sound. Sound returns for the next track, or if I rewind the current one to the beginning. Have cleared storage, cache and reinstalled to no avail. Library management is better but nowhere near good enough to let me enjoy millions of songs in the catalog or in my library. Seems deliberate. Hindi songs depend significantly on the quality of lyrics but the algorithm doesn't account for that.",3,Negatif,"bug: one song every play session does not keeps playing without sound. sound returns for the next track, or if i rewind the current one to the beginning. have cleared storage, cache and reinstalled to no avail. library management is better but nowhere near good enough to let me enjoy millions of songs in the catalog or in my library. seems deliberate. hindi songs depend significantly on the quality of lyrics but the algorithm doesn't account for that.",bug  one song every play session does not keeps playing without sound  sound returns for the next track  or if i rewind the current one to the beginning  have cleared storage  cache and reinstalled to no avail  library management is better but nowhere near good enough to let me enjoy millions of songs in the catalog or in my library  seems deliberate  hindi songs depend significantly on the quality of lyrics but the algorithm doesn t account for that,"['bug', 'one', 'song', 'every', 'play', 'session', 'does', 'not', 'keeps', 'playing', 'without', 'sound', 'sound', 'returns', 'for', 'the', 'next', 'track', 'or', 'if', 'i', 'rewind', 'the', 'current', 'one', 'to', 'the', 'beginning', 'have', 'cleared', 'storage', 'cache', 'and', 'reinstalled', 'to', 'no', 'avail', 'library', 'management', 'is', 'better', 'but', 'nowhere', 'near', 'good', 'enough', 'to', 'let', 'me', 'enjoy', 'millions', 'of', 'songs', 'in', 'the', 'catalog', 'or', 'in', 'my', 'library', 'seems', 'deliberate', 'hindi', 'songs', 'depend', 'significantly', 'on', 'the', 'quality', 'of', 'lyrics', 'but', 'the', 'algorithm', 'doesn', 't', 'account', 'for', 'that']","['bug', 'one', 'song', 'every', 'play', 'session', 'keeps', 'playing', 'without', 'sound', 'sound', 'returns', 'next', 'track', 'rewind', 'current', 'one', 'beginning', 'cleared', 'storage', 'cache', 'reinstalled', 'avail', 'library', 'management', 'better', 'nowhere', 'near', 'good', 'enough', 'let', 'enjoy', 'millions', 'songs', 'catalog', 'library', 'seems', 'deliberate', 'hindi', 'songs', 'depend', 'significantly', 'quality', 'lyrics', 'algorithm', 'account']","['bug', 'one', 'song', 'everi', 'play', 'session', 'keep', 'play', 'without', 'sound', 'sound', 'return', 'next', 'track', 'rewind', 'current', 'one', 'begin', 'clear', 'storag', 'cach', 'reinstal', 'avail', 'librari', 'manag', 'better', 'nowher', 'near', 'good', 'enough', 'let', 'enjoy', 'million', 'song', 'catalog', 'librari', 'seem', 'deliber', 'hindi', 'song', 'depend', 'significantli', 'qualiti', 'lyric', 'algorithm', 'account']",bug one song everi play session keep play without sound sound return next track rewind current one begin clear storag cach reinstal avail librari manag better nowher near good enough let enjoy million song catalog librari seem deliber hindi song depend significantli qualiti lyric algorithm account
79,"Don't install. I had been listening to music on Spotify for 2 years before this but now I am about to uninstall it. I am also a person who suggested Spotify to many. I loved Spotify before. And now I've been started to get irritated by this app. Adds are fine, but not able to repeat same song and not able to move song backward and forward is to very very bad experience for those who love music, and nothing less than a emotional pain for those who listen songs on Spotify for almost entire a day.",1,Negatif,"don't install. i had been listening to music on spotify for 2 years before this but now i am about to uninstall it. i am also a person who suggested spotify to many. i loved spotify before. and now i've been started to get irritated by this app. adds are fine, but not able to repeat same song and not able to move song backward and forward is to very very bad experience for those who love music, and nothing less than a emotional pain for those who listen songs on spotify for almost entire a day.",don t install  i had been listening to music on spotify for years before this but now i am about to uninstall it  i am also a person who suggested spotify to many  i loved spotify before  and now i ve been started to get irritated by this app  adds are fine  but not able to repeat same song and not able to move song backward and forward is to very very bad experience for those who love music  and nothing less than a emotional pain for those who listen songs on spotify for almost entire a day,"['don', 't', 'install', 'i', 'had', 'been', 'listening', 'to', 'music', 'on', 'spotify', 'for', 'years', 'before', 'this', 'but', 'now', 'i', 'am', 'about', 'to', 'uninstall', 'it', 'i', 'am', 'also', 'a', 'person', 'who', 'suggested', 'spotify', 'to', 'many', 'i', 'loved', 'spotify', 'before', 'and', 'now', 'i', 've', 'been', 'started', 'to', 'get', 'irritated', 'by', 'this', 'app', 'adds', 'are', 'fine', 'but', 'not', 'able', 'to', 'repeat', 'same', 'song', 'and', 'not', 'able', 'to', 'move', 'song', 'backward', 'and', 'forward', 'is', 'to', 'very', 'very', 'bad', 'experience', 'for', 'those', 'who', 'love', 'music', 'and', 'nothing', 'less', 'than', 'a', 'emotional', 'pain', 'for', 'those', 'who', 'listen', 'songs', 'on', 'spotify', 'for', 'almost', 'entire', 'a', 'day']","['install', 'listening', 'music', 'spotify', 'years', 'uninstall', 'also', 'person', 'suggested', 'spotify', 'many', 'loved', 'spotify', 'started', 'get', 'irritated', 'app', 'adds', 'fine', 'able', 'repeat', 'song', 'able', 'move', 'song', 'backward', 'forward', 'bad', 'experience', 'love', 'music', 'nothing', 'less', 'emotional', 'pain', 'listen', 'songs', 'spotify', 'almost', 'entire', 'day']","['instal', 'listen', 'music', 'spotifi', 'year', 'uninstal', 'also', 'person', 'suggest', 'spotifi', 'mani', 'love', 'spotifi', 'start', 'get', 'irrit', 'app', 'add', 'fine', 'abl', 'repeat', 'song', 'abl', 'move', 'song', 'backward', 'forward', 'bad', 'experi', 'love', 'music', 'noth', 'less', 'emot', 'pain', 'listen', 'song', 'spotifi', 'almost', 'entir', 'day']",instal listen music spotifi year uninstal also person suggest spotifi mani love spotifi start get irrit app add fine abl repeat song abl move song backward forward bad experi love music noth less emot pain listen song spotifi almost entir day
80,"Longtime premium subscriber. This app has gotten so buggy. Podcasts won't play, won't track progress, or will freeze randomly. Car mode is annoying. Songs glitch and mislabel on my Playlists so the song playing is not the song I selected to play. What the heck happened? App used to run smoothly. I'm seriously considering switching to another music streaming service.",1,Negatif,"longtime premium subscriber. this app has gotten so buggy. podcasts won't play, won't track progress, or will freeze randomly. car mode is annoying. songs glitch and mislabel on my playlists so the song playing is not the song i selected to play. what the heck happened? app used to run smoothly. i'm seriously considering switching to another music streaming service.",longtime premium subscriber  this app has gotten so buggy  podcasts won t play  won t track progress  or will freeze randomly  car mode is annoying  songs glitch and mislabel on my playlists so the song playing is not the song i selected to play  what the heck happened  app used to run smoothly  i m seriously considering switching to another music streaming service,"['longtime', 'premium', 'subscriber', 'this', 'app', 'has', 'gotten', 'so', 'buggy', 'podcasts', 'won', 't', 'play', 'won', 't', 'track', 'progress', 'or', 'will', 'freeze', 'randomly', 'car', 'mode', 'is', 'annoying', 'songs', 'glitch', 'and', 'mislabel', 'on', 'my', 'playlists', 'so', 'the', 'song', 'playing', 'is', 'not', 'the', 'song', 'i', 'selected', 'to', 'play', 'what', 'the', 'heck', 'happened', 'app', 'used', 'to', 'run', 'smoothly', 'i', 'm', 'seriously', 'considering', 'switching', 'to', 'another', 'music', 'streaming', 'service']","['longtime', 'premium', 'subscriber', 'app', 'gotten', 'buggy', 'podcasts', 'play', 'track', 'progress', 'freeze', 'randomly', 'car', 'mode', 'annoying', 'songs', 'glitch', 'mislabel', 'playlists', 'song', 'playing', 'song', 'selected', 'play', 'heck', 'happened', 'app', 'used', 'run', 'smoothly', 'seriously', 'considering', 'switching', 'another', 'music', 'streaming', 'service']","['longtim', 'premium', 'subscrib', 'app', 'gotten', 'buggi', 'podcast', 'play', 'track', 'progress', 'freez', 'randomli', 'car', 'mode', 'annoy', 'song', 'glitch', 'mislabel', 'playlist', 'song', 'play', 'song', 'select', 'play', 'heck', 'happen', 'app', 'use', 'run', 'smoothli', 'serious', 'consid', 'switch', 'anoth', 'music', 'stream', 'servic']",longtim premium subscrib app gotten buggi podcast play track progress freez randomli car mode annoy song glitch mislabel playlist song play song select play heck happen app use run smoothli serious consid switch anoth music stream servic
